idx,value1,value2,value3,value4,value5,value6,value7,value8
77,0.963987709389012,0.9869763114156439,1.003631510316253,1.1446859815748216,0.9560778381709473,0.9993892558893183,1.107627273358082,1.0535591317265456
78,0.9937614112554034,0.9857561615115129,1.1679918886139136,1.0599573707192558,0.9555204634060898,1.0414246541194068,1.1209830587453968,1.062637799487281
79,1.0153935574575876,0.986104775769836,1.2685892007094834,1.0739408113816293,0.9337131757310392,1.0458494328804686,1.1562068119342843,1.0734522496124679
80,1.0862977839856673,0.9869763114156439,1.332949579007144,1.0693409953742696,0.9392869233796144,1.0392122647388757,1.1020395309989846,1.0567782190206187
81,0.9889590582987096,0.9991778104569548,1.3677430085740927,1.074216800342071,0.9614425702827009,1.014875981553035,0.9992575910080712,1.0018380772124595
82,0.9964388194584953,1.0005722674902473,1.3547016944874823,1.061981289762494,0.9884752463782907,1.0502742116415307,1.0159899493146127,0.9371670342702557
83,1.0056218335482134,1.0016181102652169,1.3472352932928582,1.0779886494681057,0.9912621202025782,1.0392122647388757,0.962385592627705,0.8943984087994905
84,0.9791501778156715,1.0047556385901253,1.3151297681559742,1.0755967451442787,0.9907047454377207,1.0347874859778137,0.9725501089639718,0.8971704006360535
85,0.9716605162533843,0.9997007318444395,1.2895449000623953,1.0829564507560543,0.9708482694396715,1.02593792845569,0.9421272608437072,0.8696503602396639
86,0.9518739872045223,0.9984805819403084,1.2952691409782737,1.0868202962022364,0.9446516554913681,0.9219556275707341,0.9259614846373299,0.8438713621542845
87,0.9924142101809604,0.9949944393570768,1.280734546652739,1.0973078766990165,0.9214509309041737,0.9153184594291413,1.0222740158765904,0.8355133070721241
88,1.0939520964623513,0.9983062748111469,1.2941740688030623,1.0741248040219236,0.9129509657400965,0.9241680169512652,0.9866281335068132,0.8617814801874852
89,0.9754235165961813,1.0071959383983875,1.3255329538204839,1.0734808297808933,0.9030575636638756,0.9219556275707341,1.0515785794174721,0.8901588918729825
90,1.0339782699933149,1.000746574619409,1.3515658059857403,1.047813856459826,0.8983895500081938,0.9219556275707341,1.0912715326883216,0.933548191037703
91,0.9741002562711721,0.9869763114156439,1.3491765576034604,0.9454219521359991,0.9144837463434548,0.9131060700486102,1.0136646096400999,0.9546142770062696
92,1.0210806537380268,0.9843617044782202,1.2905404202216786,0.9347503789989245,0.9031272355094827,0.9197432381902032,0.9646155225004255,0.9432843521183064
93,1.0068613642801527,0.9822700189282813,1.1565434067821565,0.9343823937183358,0.9046600161128409,0.9131060700486102,0.983054842520843,0.9806825721523909
94,1.0403874803294146,0.9826186331866044,1.0326011469513947,0.9663051168094121,0.9163648861748489,0.9153184594291413,0.9173116215957123,0.9406806785716296
95,0.9956377004384146,0.9824443260574428,0.9320038348558248,0.9720088886585382,0.9305082708331085,0.9108936806680793,1.0066108972138317,0.9753279465553869
96,1.0231874482106122,0.9822700189282813,0.8390720279867357,0.9722848776189797,0.9259099290230339,0.9153184594291413,1.008204880477119,0.9953578230518417
97,1.1178966099705645,0.9869763114156439,0.7952691409782738,0.9617053008020524,0.9314836766716091,0.9108936806680793,0.9305150600972748,1.0340447299928672
98,1.0434379432318022,0.9862790828989976,0.7744627696492544,0.9865443072417949,0.9362213621728981,0.9108936806680793,1.009787169505991,1.0074557001374105
99,1.0130842418879873,0.9857561615115129,0.8189127447612504,0.9955599466162198,0.9197788066096012,0.9197432381902032,1.0640751000001765,1.0422870662507309
100,0.9605510837521601,0.9866276971573208,0.9275737701470145,1.0282186402684739,0.9119058880559887,0.9175308488096722,1.0098843454725357,1.0588243382320475
101,1.0748507097191453,0.986104775769836,1.0559460946865864,1.0219628904984646,0.9399139699900791,0.9418671319955129,1.047830903939811,1.0646470990727974
102,1.0370701432467584,0.9850589329948666,1.175906273880215,1.0157071407284555,0.9484836069997635,0.928592795712327,1.1046465291454954,1.0528385190479703
103,0.9676475155250563,0.9890679969655829,1.2605752634272536,1.0039316117496144,0.9319713795908594,0.9241680169512652,1.1588560890812984,1.0620539454192386
104,0.9482972456220901,0.9866276971573208,1.291585716388926,0.9797365795509024,0.9344795660327183,0.9153184594291413,1.0346089359887072,1.0241665503551722
105,0.9933563984047036,0.9909853753863603,1.3158764082754366,1.0087154203972686,0.9481352477717275,0.9153184594291413,0.9954146953568824,0.9832126064472424
106,0.949891516509688,0.9838387830907355,1.3010929339100807,0.9960199282169558,0.951200808978444,0.9396547426149819,1.0487674403919023,0.9585644968720357
107,0.8987447957900543,0.9855818543823512,1.296264661137557,0.9835084286769374,0.9826228113472867,0.9219556275707341,0.998144106551644,0.9169846193235917
108,0.9342609542768923,0.9880221541906135,1.2723721773147596,1.0100953651994766,0.9747498927936742,0.93522996385392,0.9228938977064723,0.8951453212108604
109,0.9588494463629214,0.988196461319775,1.274014785577577,0.9990558067818133,0.9594220867600923,0.9529290788981678,0.896544762144351,0.862349554415851
110,0.9198376729092584,0.9876735399322902,1.2911377323172486,1.0346583826787774,1.008053034993911,0.9241680169512652,0.9713738456733652,0.8234575095590269
111,0.9526529960366458,0.9855818543823512,1.297509061336661,1.008439431436827,0.9726597374254585,0.9153184594291413,0.9936623927128755,0.8612449656384731
112,0.9637810232838023,0.9897652254822292,1.3057718786587118,0.970536947536183,0.9724507218886369,0.9750529727034775,1.068648336514655,0.8697976387433143
113,0.8987447957900543,0.9880221541906135,1.3290670503859394,0.959129403837931,0.9650655062542748,0.930805185092858,1.1171082257831157,0.8971598807429356
114,0.97081050078472,0.9848846258657049,1.36196899165025,0.9464339116576181,0.9509917934416223,0.9197432381902032,1.0676383528983866,0.9606842553352897
115,0.9695987852314378,0.9827929403157659,1.3609236954830026,0.9417420993301113,0.9539876828027315,0.9175308488096722,0.9923963054827519,0.9477710865330847
116,1.0016695013163168,0.9838387830907355,1.3053238945870345,0.9295985850706817,0.9451393584106184,0.9108936806680793,0.9451541946720406,0.9664859763898038
117,1.0036025135063815,0.9831415545740891,1.1549007985193391,0.9391662023659899,0.9407500321373654,0.9131060700486102,0.944248621072816,0.9871417865267729
118,1.0448357033070015,0.9820957117991196,1.0145822320683684,0.9473538748590902,0.8845945245779702,0.9153184594291413,0.9847706233865758,0.9943216135797299
119,0.9961689455969946,0.9817470975407965,0.9069665028498517,0.974308796662218,0.8923280994403683,0.9108936806680793,1.0342644342450968,1.002811167325864
120,0.9877488500705423,0.9827929403157659,0.80024674177469,0.979000608989725,0.8912133499106533,0.9241680169512652,1.0314238575783532,1.016071492600959
121,0.9880757557756764,0.9820957117991196,0.7518644620335252,1.0127632584837452,0.8897502411529022,0.9374423532344509,1.0766269442240044,1.0250975608961053
122,1.015557580834248,0.9841873973490586,0.7422576924964421,1.0389822097256955,0.88856581977758,0.9153184594291413,1.0904486304898295,1.0295211759521763
123,1.0837288725254934,0.9841873973490586,0.7750600817448243,0.9675010689713257,0.8965084101767997,0.9219556275707341,1.0928580199796927,1.0430550184483365
124,1.0191502438906703,0.9843617044782202,0.879241266413814,1.0132232400844812,0.914205058961026,0.9131060700486102,1.055137255404776,1.0324141465595948
125,1.0285585958341712,0.9838387830907355,0.9898435561101803,0.9905001490081242,0.9361516903272908,0.9573538576592298,1.0363705770669265,1.0287006242889811
126,0.9604152203332632,0.9838387830907355,1.0855628194252624,0.9789086126695777,0.9587253683040204,0.9529290788981678,1.105955215677763,1.0277380540686947
127,0.9861012018482799,0.984013090219897,1.141311948345123,1.0756887414644258,0.9273033659351777,0.9440795213760439,1.171116757961046,1.0270753008022677
128,0.9945879361484828,0.9850589329948666,1.1612223515307876,0.955817536312632,0.9493196691470498,0.928592795712327,1.1196645487267611,0.9928751282760206
129,1.0482930341315433,0.990288146869714,1.1827255869713051,0.9794605905904609,0.9327377698925385,0.9175308488096722,1.1051149786935068,0.9787995112842893
130,0.9869610990855318,0.99865488906947,1.19223280449246,0.9701689622555942,0.9551721041780538,0.9197432381902032,1.0082136307045546,0.9495910280424791
131,0.8987447957900543,0.9983062748111469,1.1839202111624452,0.9915121085297434,1.0212906856592772,0.9263804063317961,1.028122411390248,0.9095260151030105
132,0.8987447957900543,0.9871506185448056,1.2009933818941523,1.0143271959262474,0.9567048847814119,0.9175308488096722,0.9985029045386012,0.8996688752515514
133,0.8987447957900543,0.9941229037112689,1.1783950742784233,0.9795525869106081,0.9652048499454892,0.928592795712327,0.9507419140538504,0.8845675686808261
134,0.9335491141814585,0.9979576605528236,1.1801870105651329,0.9685130284929447,0.9521065429713373,0.9418671319955129,0.9351186926046189,0.8692137846752717
135,0.9688765970372029,0.9880221541906135,1.1986041335118727,0.9860843256410589,0.9361516903272908,0.9197432381902032,1.0122436881746357,0.8728378878543833
136,0.9983315071940675,0.9895909183530677,1.182675810963341,0.9494697902224756,0.9247951794933189,0.9241680169512652,0.9720028863829246,0.9069486412891284
137,1.0493123392348838,0.9888936898364213,1.2036812863242172,0.939258198686137,0.9048690316496625,0.9175308488096722,1.0582900037521625,0.9228231600040183
138,0.98563722594163,0.9888936898364213,1.2252840737806632,0.9267466991461186,0.8918403965211179,0.9108936806680793,1.089941878299693,0.9508008157510359
139,0.9587173242351911,0.9862790828989976,1.2442487328150085,0.9280346476281793,0.8910740062194389,0.9175308488096722,1.0045327546061502,0.9797831212908116
140,0.9992451301876378,0.984013090219897,1.1776484341589608,0.92407880586185,0.8850822274972205,0.9108936806680793,0.9658244125992906,0.9844697336748298
141,0.9845640313495443,0.9826186331866044,1.0684896486935551,0.923066846340231,0.8949756295734415,0.9153184594291413,1.0019061400924896,0.9793149860470657
142,1.0012271303939797,0.9831415545740891,1.4459908930937542,0.9242627985021444,0.9044510005760193,0.9219556275707341,1.0235044605044388,0.9880096777089984
143,0.9558815723153019,0.9824443260574428,1.4942736208189906,0.9285866255490626,0.8857092741076852,0.9108936806680793,1.0643941007154927,1.0084866496629634
144,0.9822568781376991,0.9820957117991196,1.2905901962296427,0.9275746660274434,0.8860576333357212,0.9153184594291413,1.1511622852558727,1.0352439978083061
145,0.9861000547204051,0.9836644759615739,0.9249356417249139,0.9312545188333312,0.8978321752433363,0.9153184594291413,1.0444335290684101,1.0523020044989582
146,0.9334002436894319,0.9838387830907355,0.8362845715407428,0.9322664783549504,0.8875207420934721,0.9374423532344509,1.0252242476074431,1.0442595462103343
147,0.9847481993208443,0.9836644759615739,0.812889847797587,0.9360383274809853,0.8868936954830074,0.9440795213760439,1.128947693380761,1.0658463668882363
148,0.9907842472808279,0.9850589329948666,0.8955180210180946,0.9900401674073882,0.8838978061218983,0.9175308488096722,1.1341446571356264,1.0736784273145024
149,0.9354389329764999,0.9878478470614519,1.0116952236064471,0.9873722741231196,0.8905863033001885,0.928592795712327,1.1690043185395664,1.1112975651040624
150,0.9261458991969808,0.9894166112239061,1.1017400220136149,1.0028276559078482,0.9271640222439633,0.9263804063317961,1.1239281991440506,1.1199396573004057
151,0.9803766788122065,0.9880221541906135,1.1616205595945008,0.9829564507560543,0.9351066126431831,0.9263804063317961,1.1024794208872493,1.1118393395996335
152,0.9925913921463684,0.9847103187365434,1.202138230077328,0.9882002410044444,0.9458360768666902,0.9396547426149819,1.0970516949586617,1.0751406924578886
153,0.9325945532781009,0.9836644759615739,1.1948211569065963,0.9669490910504425,0.9573319313918767,0.9418671319955129,1.096208510935073,1.0371743981954382
154,0.9639056729591073,0.9845360116073818,1.1890471399827538,0.9800125685113441,0.9788605316844984,0.9374423532344509,1.000679371812307,1.0028269471655407
155,1.0247948356463399,0.9859304686406745,1.182974467011126,0.9789086126695777,0.964786818871846,0.9639910258008226,1.0186279167344645,0.9673696474117063
156,0.9198542407331658,0.9871506185448056,1.29905211758355,0.9770686862666338,0.9844342793330736,0.9507166895176368,0.9643767014667509,0.9499276646222514
157,0.9983315071940675,0.9883707684489366,1.2465882051893242,0.9764247120256034,0.9830408424209298,0.9175308488096722,0.9489044078636705,0.9190833380006098
158,0.8987447957900543,0.9901138397405524,1.1916852684048542,0.9822204801948767,1.0147415321722013,0.9617786364202917,0.9846745557483462,0.8973650186587343
159,0.9614846970843873,0.9946458250987535,1.1971108532729478,0.9810245280329631,0.9707089257484571,0.9485043001371058,1.0763473725971993,0.9072589781361061
160,0.9534307030360362,0.9949944393570768,1.2207544570559243,0.9709049328167718,0.9672253334680977,0.9639910258008226,1.0880347207931476,0.9111250388569292
161,0.9523004109289144,0.9979576605528236,1.205174566563142,0.9371422833227516,0.9516188400520871,0.93522996385392,1.0915498715756868,0.9552980700589322
162,0.9524039391772338,0.9977833534236621,1.2267773540195879,0.9396261839667258,0.9016641267517318,0.9153184594291413,1.064686781007821,0.9792939462608299
163,1.0259878992082252,0.9979576605528236,1.2335468911027139,0.9290466071497985,0.8914223654474748,0.9175308488096722,1.0310227639376683,1.0046311088352582
164,1.119524179596808,0.9984805819403084,1.1725215053386522,0.9291386034699457,0.885639602262078,0.9197432381902032,1.0682149314691922,1.0499560683336697
165,1.0512681595466709,0.9963888963903694,1.044398060838901,0.9281266439483266,0.8940002237349408,0.9108936806680793,1.028659326822717,1.0532961343985985
166,1.0828465402370218,0.9935999823237841,0.9392711320185925,0.9272986770670019,0.8924674431315827,0.9153184594291413,1.034550370624958,1.0529437179791492
167,0.9919565003256032,0.9946458250987535,0.8569416148458697,0.9307945372325952,0.8976231597065147,0.9131060700486102,1.0508656735093083,1.0759033847089352
168,1.0562242452998745,0.9935999823237841,0.7961651091216287,0.9316225041139199,0.9048690316496625,0.9263804063317961,1.153027807840442,1.0354280959378692
169,1.0902950583269326,0.9932513680654609,0.7470361892610016,0.9412821177293753,0.9047993598040553,0.9263804063317961,1.1329701099448353,1.1238267578074645
170,1.139621820732023,0.9955173607445615,0.7334971150947497,0.9355783458802494,0.9037542821199475,0.9131060700486102,1.0835589376302805,1.127466640826253
171,0.9756237761387966,0.9977833534236621,0.7894951240544311,0.9382462391645179,0.8974838160153004,0.9153184594291413,1.0687430489360772,1.1657169722028864
172,0.9902904187254911,0.9967375106486925,0.8789923863739931,0.9471698822187957,0.8985288936994082,0.9418671319955129,1.1107291390296938,1.1975501687776091
173,1.0033799077032632,0.9963888963903694,0.9766529139996776,0.9859923293209116,0.894418254808584,0.928592795712327,1.1015430689074779,1.176173745962065
174,1.0555655081922102,0.9981319676819852,1.0674443525263078,0.9806565427523745,0.8965780820224069,0.9197432381902032,1.1429755086130404,1.1810444564756462
175,1.0349132092666808,0.9990035033277932,1.1438505247512953,1.0009877295049043,0.9614425702827009,0.9131060700486102,1.064049264125672,1.1583477870738073
176,1.030355069644152,0.9974347391653389,1.1732681454581146,0.9797365795509024,0.9585860246128061,0.9153184594291413,1.1341665806230454,1.1162419148694689
177,0.9256304782963898,0.9981319676819852,1.1775986581509965,0.9770686862666338,0.959631102296914,0.9153184594291413,1.1078442667148418,1.0767134164790124
178,0.9934238469377968,1.0068473241400644,1.1747614256970393,0.974308796662218,0.9760039860146036,0.9153184594291413,0.9633681332466218,1.0399095704060886
179,1.059926842958245,0.9880221541906135,1.1590819831883286,0.9721928812988325,0.9800449530598206,0.9219556275707341,1.02408211685935,1.0020274352885814
180,0.9517891460357514,0.9942972108404304,1.1502716297786721,1.001355714785493,0.9817170773543932,0.93522996385392,0.9368089061758602,0.9639717219346291
181,0.8987447957900543,0.9970861249070158,1.1569913908538338,0.9775286678673698,0.9436762496528674,0.9706281939424155,0.9501874945268515,0.9416958482575056
182,0.9506038654480335,1.0010951888777322,1.1797390264934555,0.9996077847026964,0.940262329218115,0.9197432381902032,0.9412176623415256,0.9313179736967112
183,1.0037710813317504,1.0026639530401864,1.170331360988229,1.002275677986965,0.9282787717736783,0.9153184594291413,0.9400351182402177,0.9341793846247761
184,0.9772755250201468,1.0012694960068937,1.1575887029494039,0.9731128445003044,0.908004264701986,0.9219556275707341,1.0217599585720811,0.9503011208279363
185,0.8987447957900543,1.0427545927473505,1.1461402211176468,0.9628092566438188,0.8976231597065147,0.9108936806680793,1.00338635557417,0.9792992062073889
186,0.9954738271319665,1.0532130204970453,1.143701196727403,0.9548055767910129,0.9012460956780886,0.9219556275707341,1.094800862089646,1.0054990000174837
187,1.0525655374879983,0.9984805819403084,1.1439003007592594,0.9294145924303873,0.8985985655450154,0.9330175744733891,1.1336030772415773,1.0186278266286053
188,0.8987447957900543,0.9979576605528236,1.0963144371455211,0.9328184562758335,0.8956026761839062,0.9418671319955129,1.0455844703803527,1.0298472926388307
189,1.150805138786915,0.9977833534236621,1.0281213062346204,0.9267466991461186,0.906541155944235,0.9396547426149819,0.984313708080762,1.0497246306850763
